loan_type,loan_amount_lakh,borrower_income_lakh,credit_score,tenure_months,default
Industry_NonPriority,3.16,12.32,746,240,0
Agriculture,1.51,8.87,775,36,1
Personal_NonPriority,2.39,5.07,638,60,0
Services_NonPriority,1.29,8.38,768,12,0
Industry_NonPriority,0.94,9.78,741,36,0
Agriculture,1.38,10.11,699,24,0
Services_NonPriority,1.55,6.58,655,12,0
Industry_NonPriority,0.6,9.47,665,60,0
Services_NonPriority,2.73,5.2,809,120,0
Services_NonPriority,0.31,4.87,710,36,0
Personal_NonPriority,8.3,4.65,779,60,0
Industry_NonPriority,4.01,8.07,714,36,0
Agriculture,1.39,4.47,672,60,0
Services_NonPriority,1.64,6.73,735,36,0
Services_NonPriority,1.95,10.71,829,12,0
Services_NonPriority,1.14,4.91,661,24,0
Industry_Priority,1.83,6.49,754,24,0
Industry_Priority,1.49,8.21,711,36,0
Personal_NonPriority,1.54,8.74,613,12,0
Services_NonPriority,1.81,6.5,611,120,0
Personal_NonPriority,0.74,10.36,672,240,0
Services_NonPriority,1.67,9.77,720,24,0
Industry_NonPriority,1.8,11.42,752,36,0
Services_NonPriority,1.76,7.76,605,60,0
Personal_NonPriority,1.43,6.46,739,240,0
Industry_NonPriority,3.22,5.95,692,12,0
Services_NonPriority,1.32,8.92,700,60,0
Industry_Priority,1.87,6.87,735,36,0
Industry_NonPriority,3.54,6.29,804,60,0
Services_NonPriority,1.55,6.66,718,24,0
Services_Priority,1.85,5.95,618,24,0
Industry_Priority,1.54,8.6,688,24,0
Services_Priority,3.42,3.76,751,12,0
Services_Priority,1.39,8.91,753,36,0
Industry_Priority,3.52,10.03,739,60,0
Industry_NonPriority,1.53,6.26,669,60,0
Personal_NonPriority,0.97,13.77,617,60,0
Industry_NonPriority,2.45,8.05,735,12,0
Industry_Priority,1.36,3.32,627,24,0
Agriculture,2.36,7.16,741,120,0
Services_NonPriority,0.32,8.19,741,36,0
Personal_Priority,1.63,9.35,671,240,0
Personal_NonPriority,1.24,7.23,693,120,0
Services_NonPriority,0.86,4.97,711,24,0
Services_NonPriority,1.17,4.72,663,120,0
Services_Priority,1.15,6.04,617,60,0
Services_NonPriority,1.58,6.33,697,60,0
Services_Priority,0.72,4.6,703,120,1
Personal_NonPriority,1.97,5.8,781,36,0
Services_NonPriority,3.69,9.98,653,60,0
Personal_Priority,1.93,12.95,764,60,0
Services_Priority,2.64,10.27,631,120,0
Industry_Priority,3.14,11.92,619,60,1
Services_NonPriority,3.42,10.92,681,12,0
Industry_Priority,5.0,10.5,643,36,0
Industry_NonPriority,1.21,6.99,618,240,0
Services_Priority,1.06,8.42,816,24,0
Services_NonPriority,2.6,6.74,672,36,0
Personal_NonPriority,2.49,7.34,838,36,0
Services_NonPriority,2.59,8.2,640,12,0
Services_NonPriority,5.06,10.14,597,24,0
Industry_Priority,1.64,9.27,777,36,0
Agriculture,2.1,7.51,656,36,0
Services_NonPriority,0.9,8.17,708,120,0
Personal_Priority,5.86,9.3,618,60,0
Industry_NonPriority,1.33,10.0,697,60,0
Agriculture,1.35,3.44,617,36,1
Services_Priority,1.32,4.77,695,120,0
Agriculture,1.11,11.32,671,60,0
Personal_NonPriority,1.05,7.82,713,12,0
Services_Priority,1.19,6.73,737,36,1
Industry_NonPriority,0.72,7.21,714,120,0
Agriculture,1.02,7.21,727,60,0
Services_NonPriority,5.24,9.67,693,240,0
Personal_Priority,2.53,4.68,673,24,0
Personal_NonPriority,2.84,8.07,728,240,0
Personal_NonPriority,3.3,8.74,693,36,0
Personal_Priority,4.89,9.19,695,12,0
Personal_NonPriority,0.56,8.67,723,36,0
Personal_NonPriority,0.78,9.55,638,24,0
Personal_NonPriority,1.0,6.28,785,60,0
Personal_NonPriority,1.23,5.17,685,240,0
Services_Priority,1.36,15.37,707,240,0
Industry_NonPriority,1.24,7.1,697,60,0
Agriculture,1.86,7.45,739,60,0
Agriculture,1.66,10.03,720,240,0
Personal_NonPriority,1.05,12.79,697,60,0
Personal_Priority,0.44,6.37,786,240,0
Services_NonPriority,0.9,5.0,507,240,0
Personal_NonPriority,1.17,4.27,774,36,1
Personal_NonPriority,1.4,12.78,755,12,0
Personal_NonPriority,0.83,4.89,589,36,0
Services_Priority,1.21,7.92,755,120,0
Agriculture,0.83,5.07,763,120,1
Industry_NonPriority,1.51,3.65,733,60,0
Agriculture,0.85,7.12,606,24,0
Agriculture,0.98,5.19,740,24,0
Personal_Priority,0.74,5.93,760,240,0
Services_NonPriority,1.48,14.02,665,36,0
Industry_NonPriority,0.97,9.27,726,60,0
Services_Priority,2.8,10.79,678,240,0
Services_NonPriority,2.08,10.47,753,120,0
Services_Priority,1.56,7.7,681,60,0
Agriculture,1.01,6.68,665,36,0
Services_NonPriority,2.04,8.75,697,60,0
Services_NonPriority,2.46,8.51,619,36,0
Services_NonPriority,1.77,6.29,691,60,0
Agriculture,4.26,8.39,721,12,0
Personal_NonPriority,2.14,5.88,752,120,0
Services_NonPriority,2.82,7.49,714,240,0
Industry_NonPriority,1.76,6.99,614,240,0
Services_NonPriority,2.44,4.19,781,36,0
Personal_NonPriority,1.01,0.95,786,60,0
Industry_NonPriority,1.24,5.18,706,24,0
Industry_NonPriority,2.01,13.41,654,36,0
Personal_NonPriority,2.0,7.07,668,36,0
Services_NonPriority,2.21,10.33,687,60,0
Industry_NonPriority,3.15,1.63,716,12,0
Services_NonPriority,0.69,4.98,681,36,0
Personal_Priority,0.91,3.94,648,60,0
Services_Priority,1.87,7.39,761,24,0
Industry_NonPriority,1.05,15.27,715,12,0
Personal_NonPriority,12.35,9.38,636,60,0
Personal_NonPriority,2.22,13.09,717,60,0
Personal_Priority,1.55,7.24,709,60,0
Industry_NonPriority,1.19,12.09,656,36,0
Industry_Priority,1.22,14.22,771,24,0
Personal_NonPriority,1.66,7.67,708,24,0
Personal_NonPriority,1.74,6.38,687,12,0
Services_NonPriority,1.24,4.05,694,24,0
Personal_NonPriority,1.38,7.07,726,120,0
Services_NonPriority,3.65,8.25,695,12,0
Industry_NonPriority,3.74,14.09,695,12,0
Agriculture,1.89,4.12,763,24,0
Industry_NonPriority,0.73,8.18,614,36,0
Services_NonPriority,2.25,2.56,624,36,0
Services_NonPriority,4.14,6.72,746,24,0
Personal_Priority,3.7,8.93,844,24,0
Personal_NonPriority,2.53,9.54,752,240,0
Industry_Priority,3.82,9.77,811,240,0
Industry_NonPriority,1.68,9.19,673,120,0
Services_NonPriority,2.37,9.74,661,36,0
Services_NonPriority,1.08,8.14,727,36,0
Services_NonPriority,1.94,4.86,757,60,0
Services_Priority,3.61,2.45,621,36,0
Industry_Priority,1.14,6.36,687,60,0
Services_NonPriority,0.97,7.6,698,60,0
Industry_NonPriority,1.73,11.76,659,60,0
Industry_Priority,1.42,7.7,666,36,0
Services_NonPriority,2.4,7.41,750,36,1
Industry_NonPriority,1.24,9.16,728,120,0
Services_NonPriority,4.56,7.19,747,60,0
Personal_NonPriority,0.75,10.43,720,60,0
Industry_Priority,3.45,13.94,647,36,0
Agriculture,1.03,14.57,725,120,0
Services_NonPriority,0.55,8.29,642,240,0
Services_NonPriority,1.88,9.01,681,60,0
Services_NonPriority,1.4,12.74,637,36,0
Personal_NonPriority,0.84,7.55,663,120,0
Personal_NonPriority,0.59,10.04,705,60,0
Personal_NonPriority,1.62,4.59,672,120,0
Industry_NonPriority,2.92,7.07,647,60,0
Industry_NonPriority,2.31,11.47,768,120,0
Industry_NonPriority,1.68,5.85,692,60,0
Industry_Priority,2.17,7.62,668,12,1
Industry_NonPriority,1.6,3.28,635,36,1
Services_Priority,0.69,14.02,587,12,0
Personal_NonPriority,0.69,11.79,686,36,0
Industry_NonPriority,1.44,8.56,617,60,0
Industry_NonPriority,1.48,9.52,742,36,1
Personal_Priority,2.71,9.19,701,12,0
Agriculture,2.56,12.15,793,36,0
Agriculture,2.34,6.44,713,12,0
Industry_NonPriority,1.38,10.2,656,120,0
Agriculture,0.71,11.23,587,120,0
Services_NonPriority,2.08,11.65,748,120,0
Personal_NonPriority,2.23,1.22,622,12,0
Personal_NonPriority,0.39,6.2,675,12,0
Services_NonPriority,0.99,4.94,800,240,0
Industry_Priority,1.08,8.45,736,24,0
Personal_NonPriority,1.75,1.95,723,60,0
Personal_NonPriority,1.01,1.86,756,120,0
Industry_Priority,1.59,14.51,754,36,0
Services_NonPriority,1.43,9.85,794,60,0
Services_Priority,1.48,8.36,663,24,0
Personal_NonPriority,1.06,9.09,677,240,0
Personal_NonPriority,1.11,8.44,644,36,0
Agriculture,0.85,10.99,698,24,0
Personal_NonPriority,2.04,6.1,692,60,0
Services_NonPriority,2.29,8.56,594,24,0
Personal_NonPriority,1.03,8.68,660,60,0
Industry_NonPriority,4.05,4.86,786,60,0
Personal_NonPriority,1.35,11.83,714,24,0
Agriculture,4.08,6.66,742,12,0
Personal_Priority,1.11,11.05,692,24,0
Agriculture,0.48,8.34,586,24,0
Personal_NonPriority,2.07,12.9,692,36,0
Personal_NonPriority,1.89,4.88,762,120,0
Personal_NonPriority,1.66,4.75,628,12,0
Personal_NonPriority,1.11,5.28,744,24,0
Agriculture,1.59,8.4,597,36,0
Personal_Priority,1.2,12.62,701,60,0
Agriculture,1.36,12.78,732,120,0
Industry_Priority,2.7,1.07,681,240,0
Services_Priority,1.82,8.75,848,36,0
Industry_NonPriority,2.35,-1.64,670,24,0
Services_Priority,1.42,10.39,665,24,0
Agriculture,1.33,11.35,712,36,0
Industry_Priority,0.81,7.88,654,120,0
Agriculture,1.3,8.25,613,60,0
Personal_NonPriority,0.22,8.22,634,24,0
Services_NonPriority,1.14,5.65,745,120,0
Personal_NonPriority,1.55,9.3,681,120,0
Industry_NonPriority,2.28,7.31,802,120,0
Services_Priority,1.39,10.79,673,36,0
Services_NonPriority,2.01,7.66,742,24,0
Personal_Priority,0.44,5.42,730,24,0
Services_Priority,1.57,3.39,672,36,0
Services_Priority,0.59,2.41,647,36,0
Agriculture,0.79,11.94,596,120,0
Services_Priority,1.45,6.63,733,36,0
Personal_Priority,3.5,9.02,771,60,0
Services_NonPriority,2.03,13.35,604,120,0
Agriculture,1.65,6.31,677,36,0
Industry_Priority,1.61,6.12,659,36,0
Personal_NonPriority,1.06,7.6,733,60,0
Agriculture,1.17,8.09,680,60,0
Personal_Priority,2.1,13.66,779,240,0
Personal_NonPriority,0.71,12.7,676,120,0
Industry_Priority,2.32,9.86,625,120,0
Agriculture,1.29,12.35,671,60,0
Industry_NonPriority,2.67,7.47,678,24,0
Services_Priority,2.9,8.9,731,120,0
Industry_NonPriority,0.6,7.1,677,240,0
Personal_NonPriority,1.15,4.13,726,36,0
Agriculture,0.97,11.61,652,36,0
Industry_NonPriority,0.55,9.6,682,60,0
Industry_NonPriority,0.88,8.05,652,240,0
Agriculture,7.04,7.99,649,12,0
Services_NonPriority,2.35,3.48,776,60,0
Services_Priority,5.14,5.07,657,120,0
Industry_NonPriority,2.68,9.01,679,120,0
Agriculture,1.04,6.41,762,60,0
Industry_NonPriority,1.29,7.35,745,240,0
Services_Priority,2.32,7.69,798,24,0
Personal_NonPriority,2.12,5.95,728,24,0
Agriculture,1.15,5.1,663,36,0
Industry_NonPriority,0.66,3.16,823,12,0
Industry_NonPriority,11.7,7.56,734,36,0
Services_NonPriority,1.5,9.86,690,24,0
Industry_NonPriority,1.34,3.07,703,60,0
Services_NonPriority,1.74,7.93,710,36,0
Services_NonPriority,1.41,8.84,685,60,0
Personal_NonPriority,1.75,5.03,617,36,0
Services_Priority,3.52,12.27,797,24,0
Industry_NonPriority,1.51,6.84,698,24,0
Personal_NonPriority,0.81,7.7,711,24,0
Personal_NonPriority,1.48,7.52,824,24,0
Personal_NonPriority,1.23,2.69,659,24,0
Personal_Priority,3.82,11.03,739,60,0
Industry_Priority,3.29,5.13,652,36,0
Industry_NonPriority,1.74,7.29,719,36,0
Services_NonPriority,0.76,9.79,712,12,0
Industry_NonPriority,0.78,12.38,747,120,0
Industry_NonPriority,1.64,4.76,772,24,0
Personal_NonPriority,1.99,6.66,665,36,0
Personal_Priority,1.3,12.15,785,36,0
Personal_NonPriority,1.22,9.39,789,120,0
Industry_NonPriority,1.14,10.01,685,36,0
Personal_Priority,1.6,4.85,699,36,0
Industry_NonPriority,0.39,6.86,670,60,0
Services_NonPriority,0.84,7.5,681,60,0
Agriculture,1.12,5.43,627,12,1
Industry_Priority,3.36,2.98,746,36,0
Personal_NonPriority,1.0,6.47,576,240,0
Industry_Priority,1.81,12.06,658,36,0
Industry_NonPriority,1.86,8.18,697,36,0
Industry_NonPriority,3.55,12.12,777,24,0
Industry_NonPriority,3.47,8.54,667,120,0
Services_NonPriority,1.57,5.71,725,24,0
Services_Priority,1.22,11.83,695,24,0
Industry_NonPriority,1.09,8.64,756,36,0
Personal_Priority,1.41,10.89,722,36,0
Services_NonPriority,1.25,4.8,749,240,0
Agriculture,2.27,11.12,666,24,0
Industry_NonPriority,2.09,11.21,639,36,0
Industry_Priority,2.32,8.87,722,24,0
Services_Priority,3.46,5.58,670,60,0
Industry_Priority,4.98,7.86,701,36,0
Industry_Priority,1.75,9.83,719,60,0
Personal_NonPriority,3.15,8.7,774,36,0
Services_Priority,1.32,9.8,747,60,0
Personal_NonPriority,3.31,11.04,659,36,0
Personal_NonPriority,3.08,6.05,631,36,0
Industry_NonPriority,2.98,4.53,802,60,0
Agriculture,1.72,7.89,605,36,0
Personal_Priority,1.09,7.01,672,120,0
Services_NonPriority,0.7,10.36,738,36,0
Personal_Priority,1.59,4.78,798,240,0
Agriculture,4.08,11.06,688,24,0
Industry_NonPriority,1.35,12.06,701,24,0
Personal_NonPriority,2.61,8.0,647,36,0
Services_NonPriority,2.7,8.18,707,24,0
Industry_Priority,1.37,5.7,630,36,0
Services_NonPriority,3.59,6.37,654,24,0
Services_Priority,0.28,6.77,745,120,0
Industry_Priority,0.78,12.33,673,60,1
Personal_NonPriority,0.94,7.78,755,36,0
Services_Priority,1.0,4.03,690,120,0
Services_Priority,1.99,8.77,617,24,0
Agriculture,1.94,10.48,770,120,0
Personal_NonPriority,2.06,7.92,621,36,0
Services_NonPriority,2.33,12.41,663,24,0
Services_NonPriority,0.92,10.33,688,120,0
Services_NonPriority,0.78,4.85,760,36,0
Industry_Priority,2.06,6.35,668,60,1
Industry_NonPriority,1.12,8.68,644,120,0
Personal_Priority,0.63,3.0,709,120,0
Agriculture,2.92,9.01,687,120,0
Industry_NonPriority,3.76,2.72,671,36,0
Personal_NonPriority,4.14,11.07,712,60,0
Agriculture,1.82,10.72,627,24,0
Services_Priority,2.37,9.51,596,120,0
Industry_Priority,3.7,5.97,828,36,0
Services_Priority,1.11,8.51,706,36,0
Personal_NonPriority,3.17,6.46,710,120,0
Industry_NonPriority,1.92,4.91,653,120,0
Industry_NonPriority,2.82,6.98,753,240,0
Services_NonPriority,1.82,10.09,667,36,0
Industry_Priority,3.54,8.13,532,24,0
Industry_NonPriority,1.86,12.35,665,240,0
Industry_NonPriority,0.67,10.3,683,36,0
Industry_NonPriority,3.89,9.98,689,120,0
Personal_NonPriority,0.92,3.17,688,60,0
Services_NonPriority,3.45,7.14,661,120,0
Personal_Priority,1.54,4.81,655,60,0
Personal_NonPriority,3.3,7.45,682,120,1
Industry_Priority,3.22,5.92,601,24,0
Agriculture,2.11,6.87,582,240,0
Industry_Priority,2.21,11.18,705,24,0
Personal_Priority,2.1,9.43,706,12,0
Industry_NonPriority,0.49,11.02,752,60,0
Services_NonPriority,1.75,3.2,684,60,0
Personal_NonPriority,0.83,8.17,628,60,0
Industry_NonPriority,1.8,10.9,583,36,0
Industry_NonPriority,0.82,12.52,646,120,0
Agriculture,0.8,3.36,725,120,0
Agriculture,4.26,6.95,786,60,0
Industry_NonPriority,3.09,11.1,703,36,0
Industry_NonPriority,1.62,7.42,627,60,0
Personal_NonPriority,1.82,5.27,647,120,1
Industry_Priority,1.4,3.35,649,240,0
Agriculture,2.29,5.15,675,12,0
Industry_NonPriority,1.08,2.93,767,24,0
Services_Priority,2.95,8.18,771,12,0
Agriculture,1.4,10.69,689,36,0
Services_NonPriority,1.27,4.22,710,36,0
Agriculture,1.65,8.77,652,60,0
Services_NonPriority,1.14,10.54,597,60,0
Services_Priority,1.98,7.99,807,36,0
Industry_Priority,1.18,3.17,560,24,0
Personal_Priority,2.16,9.16,589,36,0
Personal_NonPriority,3.38,7.84,807,12,0
Personal_Priority,1.06,7.53,700,120,0
Services_NonPriority,1.5,6.36,632,36,0
Agriculture,2.15,8.26,740,60,0
Services_NonPriority,1.25,9.53,746,36,0
Services_Priority,2.15,15.17,620,60,0
Services_NonPriority,2.27,8.34,668,60,0
Industry_NonPriority,3.12,12.53,752,24,0
Personal_NonPriority,1.13,9.07,650,60,0
Personal_Priority,0.92,7.7,716,24,0
Agriculture,1.35,8.45,785,36,0
Agriculture,0.91,4.33,556,60,0
Personal_NonPriority,2.28,8.92,679,60,0
Industry_NonPriority,0.81,2.02,715,60,0
Services_NonPriority,6.6,5.41,592,36,0
Services_Priority,3.54,8.33,668,12,0
Personal_Priority,1.64,11.58,762,12,0
Agriculture,2.74,12.29,657,36,0
Personal_NonPriority,0.61,7.29,610,36,0
Services_NonPriority,7.4,8.47,767,60,0
Personal_NonPriority,1.14,10.95,726,120,0
Services_Priority,1.51,4.01,695,120,0
Services_NonPriority,0.53,9.21,694,60,0
Services_NonPriority,2.18,5.52,761,36,0
Services_Priority,0.84,7.48,717,36,0
Personal_NonPriority,1.73,6.62,738,36,0
Personal_NonPriority,1.17,9.31,658,36,0
Personal_NonPriority,0.85,9.65,584,60,0
Services_NonPriority,1.0,10.67,737,120,0
Services_Priority,1.86,9.04,766,60,0
Services_Priority,0.75,8.51,686,12,0
Personal_NonPriority,1.04,13.56,753,240,0
Agriculture,2.42,3.43,679,36,1
Services_NonPriority,7.76,13.09,694,240,0
Services_NonPriority,2.17,7.13,805,120,0
Services_NonPriority,0.94,9.71,682,36,0
Personal_NonPriority,1.31,7.02,678,12,0
Services_Priority,1.66,5.89,587,240,1
Personal_Priority,1.32,9.45,741,60,0
Agriculture,2.8,11.13,657,24,0
Industry_NonPriority,1.85,9.42,708,60,0
Services_Priority,2.81,6.37,681,60,0
Personal_Priority,1.35,18.83,673,24,0
Personal_NonPriority,3.61,11.6,692,12,0
Personal_NonPriority,1.47,10.8,697,36,0
Industry_Priority,0.91,6.94,770,12,0
Personal_Priority,6.01,6.12,791,12,0
Personal_NonPriority,0.54,7.16,739,24,0
Agriculture,1.04,11.24,776,24,0
Agriculture,1.12,5.03,751,24,0
Industry_Priority,7.33,4.8,729,240,0
Industry_NonPriority,4.81,9.62,787,60,0
Industry_Priority,3.99,8.96,621,36,1
Personal_NonPriority,1.33,5.69,658,60,0
Industry_NonPriority,6.98,4.73,650,12,0
Industry_NonPriority,2.03,12.31,681,120,0
Services_Priority,2.93,9.07,741,60,0
Industry_NonPriority,1.81,3.91,633,36,0
Services_NonPriority,1.58,4.12,730,240,0
Services_NonPriority,1.4,6.92,664,60,0
Services_NonPriority,1.44,10.2,679,36,0
Industry_NonPriority,2.34,9.79,712,240,0
Personal_NonPriority,2.03,11.4,800,120,0
Personal_NonPriority,1.6,3.53,657,240,0
Services_NonPriority,4.03,8.67,695,12,0
Agriculture,0.27,12.28,635,240,0
Agriculture,2.21,12.0,656,60,0
Industry_Priority,2.5,9.08,634,60,0
Services_NonPriority,3.24,15.04,714,24,0
Industry_NonPriority,1.57,9.83,725,24,0
Industry_NonPriority,1.84,11.13,741,12,0
Personal_NonPriority,2.94,8.13,654,36,0
Personal_NonPriority,3.98,5.66,730,24,0
Personal_NonPriority,1.36,5.37,706,12,0
Services_Priority,1.91,8.54,696,240,0
Services_NonPriority,4.46,7.37,625,60,0
Services_Priority,0.46,2.69,709,60,0
Industry_Priority,1.08,4.92,711,60,0
Industry_Priority,3.92,7.04,706,60,0
Personal_Priority,3.13,10.18,724,24,0
Industry_NonPriority,2.23,7.95,741,60,0
Personal_NonPriority,1.24,7.78,634,60,0
Agriculture,0.96,5.04,686,24,0
Services_NonPriority,1.14,8.07,730,36,0
Industry_NonPriority,4.12,11.96,683,36,0
Services_Priority,1.12,8.47,757,60,0
Industry_NonPriority,1.73,3.48,705,24,0
Services_Priority,1.04,4.25,582,60,0
Industry_NonPriority,2.7,9.77,750,36,0
Industry_NonPriority,1.18,7.33,692,60,0
Industry_Priority,1.53,7.78,593,240,0
Agriculture,0.59,6.16,684,120,0
Industry_NonPriority,0.62,9.51,623,60,0
Personal_NonPriority,1.64,7.1,745,24,0
Personal_Priority,0.73,7.44,697,60,0
Services_NonPriority,5.76,5.45,644,60,0
Services_NonPriority,0.47,10.77,748,120,0
Personal_NonPriority,1.01,7.34,727,120,0
Personal_NonPriority,1.64,9.82,685,36,0
Industry_NonPriority,1.31,4.42,625,60,0
Services_NonPriority,0.84,13.2,649,36,0
Personal_NonPriority,0.92,11.83,648,36,0
Personal_Priority,0.9,2.27,744,60,0
Personal_Priority,1.37,5.59,599,36,0
Agriculture,5.25,9.43,697,60,0
Personal_NonPriority,1.71,4.04,684,120,0
Personal_NonPriority,3.31,7.61,762,60,0
Agriculture,2.21,9.28,713,240,0
Industry_NonPriority,3.18,7.45,732,60,0
Industry_NonPriority,0.3,9.62,668,240,0
Agriculture,1.36,5.92,626,60,0
Personal_NonPriority,3.57,1.27,680,60,0
Industry_Priority,1.15,10.95,746,36,0
Agriculture,4.69,10.93,746,60,0
Industry_NonPriority,3.96,15.51,674,60,0
Services_NonPriority,1.23,1.38,648,60,0
Agriculture,1.2,10.25,636,60,0
Services_NonPriority,0.89,2.09,691,120,0
Industry_NonPriority,1.12,13.27,708,24,0
Agriculture,0.78,9.46,788,60,0
Industry_Priority,2.11,5.14,707,60,0
Industry_NonPriority,0.68,10.34,736,36,0
Services_Priority,2.34,6.34,653,240,0
Personal_NonPriority,2.37,8.9,702,120,0
Personal_NonPriority,0.6,8.62,708,36,0
Personal_NonPriority,4.12,13.23,691,36,0
Services_Priority,2.21,13.44,698,60,0
Personal_NonPriority,2.55,6.21,707,12,0
Industry_NonPriority,1.03,11.17,728,36,0
Personal_Priority,2.36,9.06,770,36,0
Agriculture,3.2,3.76,564,120,0
Agriculture,1.53,5.91,766,120,0
Services_NonPriority,5.41,15.01,597,36,0
Industry_NonPriority,1.67,9.07,718,120,0
Services_Priority,3.23,11.0,841,240,0
Services_NonPriority,1.94,7.36,697,60,0
Services_Priority,2.31,6.38,710,24,0
Industry_NonPriority,0.6,8.08,681,120,0
Personal_Priority,2.03,7.2,740,36,0
Personal_NonPriority,1.05,3.52,721,60,0
Personal_NonPriority,0.98,4.99,659,12,0
Industry_NonPriority,4.63,10.12,693,60,0
Personal_Priority,1.43,6.86,632,36,0
Personal_Priority,0.89,8.08,692,60,0
Personal_NonPriority,1.31,8.7,674,12,0
Personal_Priority,0.75,8.94,708,60,0
Industry_Priority,3.85,11.44,657,120,0
Agriculture,1.07,4.7,687,12,0
Industry_NonPriority,2.24,9.71,700,60,0
Industry_NonPriority,3.67,10.27,704,24,0
Personal_NonPriority,1.21,10.96,716,60,0
Services_Priority,2.24,3.76,689,36,0
Personal_Priority,0.88,8.76,652,60,0
Personal_NonPriority,7.06,13.15,704,36,0
Personal_NonPriority,2.85,7.7,689,24,0
Personal_Priority,1.45,9.45,761,12,0
Industry_NonPriority,1.02,10.34,769,120,0
Services_Priority,1.52,4.92,617,60,0
Personal_NonPriority,1.33,13.5,737,240,0
Agriculture,5.25,9.5,749,120,0
Personal_NonPriority,0.78,9.56,619,120,0
Services_NonPriority,1.76,3.01,734,60,0
Industry_NonPriority,1.61,10.38,753,12,0
Agriculture,1.52,9.52,643,240,0
Industry_NonPriority,1.52,12.87,685,24,0
Industry_NonPriority,1.52,7.07,711,60,0
Industry_Priority,2.75,5.04,734,120,0
Services_NonPriority,2.35,5.95,640,36,0
Personal_NonPriority,2.09,6.49,769,24,0
Industry_NonPriority,0.26,4.64,578,36,0
Services_NonPriority,1.95,11.87,779,240,0
Agriculture,0.6,11.98,733,240,1
Industry_NonPriority,2.4,7.41,662,60,0
Agriculture,3.94,6.82,751,120,0
Services_NonPriority,0.93,2.55,637,12,0
Personal_NonPriority,1.39,10.09,706,36,0
Services_NonPriority,1.14,12.96,714,36,0
Agriculture,3.42,6.09,714,12,0
Personal_Priority,1.72,7.65,649,36,0
Industry_NonPriority,4.59,9.3,670,12,0
Industry_NonPriority,2.09,13.17,707,60,0
Personal_NonPriority,1.88,8.6,656,12,0
Personal_NonPriority,1.7,8.59,716,36,0
Services_NonPriority,2.66,8.54,663,120,0
Personal_Priority,0.57,3.72,760,24,0
Services_Priority,1.71,3.66,793,12,0
Agriculture,1.56,5.58,682,24,0
Personal_Priority,2.52,11.04,755,120,0
Industry_NonPriority,1.45,6.99,687,60,0
Services_NonPriority,0.87,6.41,643,60,0
Services_NonPriority,1.63,6.36,674,12,0
Agriculture,0.85,7.59,705,36,0
Personal_Priority,0.51,13.11,592,36,0
Industry_Priority,2.52,7.55,737,36,0
Industry_Priority,2.3,5.64,705,60,0
Personal_NonPriority,2.15,8.08,760,120,0
Agriculture,3.56,13.27,736,24,0
